Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point
yes,,2017-12-14,-1.146538,52.953066,,0.04,2020-02-12,,22,22,"DevelopmentDescription: multiple apps. Change of use of first and second floors to 13 studios and 1 no 2 bed flat (all C3), internal alterations and new window to rear elevation. Also, change of use of upper floors from vacant offices to 9 new residential apartments. Installati; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A",,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2020-07-14,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QAKE1QLYI0600,permissioned,"6 Victoria Street, NG1 2EW",2206,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457410.4500000002&xmax=457437.3499999996&ymin=339850.19999999925&ymax=339868.5",,
yes,,2017-12-14,-1.147422,52.966442,,1.11,2017-12-14,,45,45,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,owned by a public authority,,,,Not permissioned,"Former Elms School, off Cranmer Street",2233,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457267.2999999998&xmax=457445.7999999998&ymin=341169.25&ymax=341346.55000000075",,
yes,,2017-12-14,-1.131182,52.97435,,2.4,2019-08-14,,9,9,"DevelopmentDescription: 50 new dwellings and associated development. 13 in 18/19, 11 in 19/20, 17 in 20/21; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A",,http://opendatacommunities.org/id/unitary-authority/nottingham,owned by a public authority,2017-10-03,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ORWDQKLY01B00,permissioned,"Springwood Centre, Ransom Drive",2234,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=458313.7460000003&xmax=458520.767&ymin=342008.51999999955&ymax=342352.06799999997",,
yes,,2017-12-14,-1.142499,52.950987,,0.26,2019-08-14,,117,117,"DevelopmentDescription: 117 apartments with basement car park, comprising change of use of rear of 9 Short Hill (plus additional floor to roof), change of use of 54-56 High Pavement, a new 5-storey building to Short Hill, a new 3/5/7-storey building to Malin Hill, demolition of; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A",,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2018-05-25,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OEAZDSLYKH600,permissioned,9 - 10 Short Hill And 54 - 56 High Pavement,2235,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457710.5&xmax=457781.7999999998&ymin=339599.72000000067&ymax=339654.9000000004",,
,2019-03-31,2017-12-14,-1.148952,52.94338,,0.52,2017-12-14,,,,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,owned by a public authority,2017-01-31,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OCRFFULYG2300,permissioned,"Blackstone Walk Meadows (regeneration site), Blackstone Walk Meadows",2240,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457229.4156999998&xmax=457351.1531999996&ymin=338713.5999999996&ymax=338790.6500000004",,
yes,,2017-12-14,-1.195629,53.000284,,0.05,2019-08-14,,0,0,DevelopmentDescription: Proposed Conversion and Change of Use to Residential - 21 No. Apartments; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2017-03-21,,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OBS8P7LYLBG00,Not Permissioned,"Old Town Hall, Highbury Road",2252,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=454045.4000000004&xmax=454079.466&ymin=345049&ymax=345082.3690000009",,
,2019-03-31,2017-12-14,-1.182118,52.938337,,0.1,2019-08-14,,,,DevelopmentDescription: Erection of 13 apartments and 2 houses following demolition of the existing public house; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2018-04-20,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OU3I1WLYGOO00,permissioned,"The Dunkirk Inn, 71 Montpelier Road",2256,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455064.6500000004&xmax=455102.3499999996&ymin=338162.5999999996&ymax=338193.7100000009",,
yes,,2017-12-14,-1.177307,52.989604,,0.45,2017-12-14,,50,60,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2018-10-15,other,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PDT5Q3LY01B00,permissioned,85 Arnold Road,2257,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455291.75&xmax=455384.1191999996&ymin=343801.4000000004&ymax=343899.75",,
yes,,2017-12-14,-1.156762,53.001563,,0.35,2017-12-14,,22,22,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,owned by a public authority,2020-07-20,outline planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P30IJ5LYH3B00,permissioned,"William Olds Youth Centre, 84 Chiltern Way",2258,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456684.3499999996&xmax=456758.7999999998&ymin=345195.75&ymax=345254.9600000009",,
,2019-03-31,2017-12-14,-1.180071,52.988164,,0.05,2017-12-14,,,,DevelopmentDescription: Full application for residential development following demolition of existing buildings.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2019-04-25,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PD74KRLYM7G00,permissioned,"48A Park Lane, Nottingham NG6 0DT",2267,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455115.7999999998&xmax=455138.9500000002&ymin=343727.5999999996&ymax=343764.80000000075",,
yes,,2017-12-14,-1.1488,52.955224,,0.02,2019-08-14,,9,9,DevelopmentDescription: Conversion of first and second floors to 6 one bed flats and 4 additional windows to west elevation. Another permission is for 3 extra dw; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2016-04-06,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O0VSXNLYCB000,permissioned,"20 Upper Parliament Street, Nottingham NG1 2AD",2278,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457273.9160000002&xmax=457288.3499999996&ymin=340097.55000000075&ymax=340123.16699999943",,
yes,,2017-12-14,-1.169807,52.966035,,0.08,2017-12-14,,33,33,"DevelopmentDescription: New commercial development comprising of ground floor commercial unit for retail (A1), restaurant (A3) or takeaway (A5) use, with 33 student studio flats above and associated works.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A",,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2018-07-19,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OZTP8LLYGXY00,permissioned,"Site Of 43A Gregory Boulevard, Nottingham",2314,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455846.2999999998&xmax=455883.7000000002&ymin=341233.55000000075&ymax=341290.80000000075",,
yes,,2017-12-14,-1.13072,52.960721,,0.1,2019-08-12,,7,7,DevelopmentDescription: Erection of 7 dwellings; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2020-04-14,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=Q5VY5QLYFRS00,permissioned,"Former day nursery, Gordon Road",744,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=458448.94959999993&xmax=458493.2090999996&ymin=340707.6027000006&ymax=340752.9696999993",,
yes,,2017-12-14,-1.171817,52.96589,,0.08,2019-08-12,,12,12,"DevelopmentDescription: Conversion of disused community centre into 12 apartments, new openings and dormer extension to rear. Resubmission of planning application reference 12/02058/PFUL3. Formation of additional apartment in basement (retrospective).; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A",,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2017-08-10,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OP2FZ1LYI4I00,permissioned,"Hyson Green Community Centre, St Pauls Avenue",1119,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455688.3958999999&xmax=455722.3491000002&ymin=341258.1951000001&ymax=341301.3527000006",,
,2019-03-31,2017-12-14,-1.143892,52.952016,,0.01,2019-08-12,,0,0,DevelopmentDescription: Conversion of building to create 10 self contained flats; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2017-01-20,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NZ8JQGLYCB000,permissioned,27 St Marys Gate,1128,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457598.39719999954&xmax=457615.5965&ymin=339742.24899999984&ymax=339753.09589999914",,
,,2017-12-14,-1.138521,52.981184,,0.25,2017-12-14,,,,DevelopmentDescription: 15 dwellings; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,,,,Not Permissioned,"National Dry Cleaners, Winchester Street",1512,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457937.48709999956&xmax=458039.1897&ymin=342987.5003999993&ymax=343056.4397999998",,
yes,,2017-12-14,-1.144544,52.952425,,0.03,2019-08-12,,5,5,DevelopmentDescription: Conversion and extension to create office space at basement and ground floor with 5 flats above.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2016-09-02,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=O7BP4HLYL8E00,permissioned,41 Pilcher Gate and 20 St Mary's Gate,1533,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457569.5208999999&xmax=457590.8825000003&ymin=339770.14210000075&ymax=339789.57279999927",,
,,2017-12-14,-1.138018,52.962736,,0.47,2017-12-14,,11,17,"DevelopmentDescription: Outline application for redevelopment of Robin Hood Chase, local centre for mixed use including joint service centre, retail, office and residential. 13/16639/DEMOL rec 22.11.2013 13/02738/PFUL3; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A",,http://opendatacommunities.org/id/unitary-authority/nottingham,owned by a public authority,,,,Not Permissioned,"Robin Hood Chase, St Ann's Well Road",1579,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457933.13680000044&xmax=458047.7969000004&ymin=340941.8714000005&ymax=341024.58589999937",,
yes,,2017-12-14,-1.162433,52.956378,,0.08,2017-12-14,,35,35,DevelopmentDescription: Demolition of existing buildings and erection of 35 apartments with commercial floorspace (Use Class A2 and B1) on the ground floor.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,2018-03-01,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OPS887LYK5J00,permissioned,2-6 Alfreton Road,1629,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456364.2719999999&xmax=456403.37040000036&ymin=340195.89240000024&ymax=340235.9444999993",,
,,2017-12-14,-1.123715,52.958186,,1.28,2017-12-14,,0,38,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: Mixed use; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,,,,not permissioned,Carlton Road - Castle College,1630,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=458890.2198999999&xmax=459025.1074000001&ymin=340447.2962999996&ymax=340620.7879000008",,
,,2017-12-14,-1.137301,52.944451,,3.34,2017-12-14,,50,80,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,,,,not permissioned,"Waterside - Cattle Market, Cattle Market Road",1638,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=458067.40110000037&xmax=458316.9411000004&ymin=338695.69859999977&ymax=338924.3233000003",,
yes,,2017-12-14,-1.136958,52.940655,,4.99,2017-12-14,,267,307,"DevelopmentDescription: Multiple applications. 13/02877/PFUL3 Redevelop Banton House for 95 dwellings, 18/01570/PFUL3 Express Dairies for 58 dwellings. WAS 300 13 COMPLETED 20/21; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A",,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2015-10-29,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MX2GX7LYCB000,permissioned,Waterside - Meadow Lane,1639,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=458079.9000000004&xmax=458431.0499999998&ymin=338446.6500000004&ymax=338874.75",,
,,2017-12-14,-1.126202,52.957679,,1.49,2017-12-14,,58,58,DevelopmentDescription: 58 dwellings; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,,,,Not Permissioned,"Burrows Court / Site of Red Cow Public House, Windmill Lane",1680,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=458717.8969999999&xmax=458867.00100000016&ymin=340162.8350000009&ymax=340388.87900000066",,
,2019-03-31,2017-12-14,-1.182796,52.98946,,0.55,2019-08-14,,0,0,DevelopmentDescription: Residential development comprising 32 dwellings and associated works.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2015-07-23,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=NN7LSCLYCB000,permissioned,Bulwell Lane - Former Coach Depot,1762,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=454830.4199000001&xmax=454954.3245000001&ymin=343872.8378999997&ymax=343927.1980000008",,
,,2017-12-14,-1.138272,52.940948,,0.12,2017-12-14,,8,8,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,,,,Not Permissioned,"BGU Manufacturing, Meadow Lane",1795,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457974.28000000026&xmax=458023.3499999996&ymin=338471.69999999925&ymax=338517.94999999925",,
,,2017-12-14,-1.128465,52.950679,,0.03,2017-12-14,,,,DevelopmentDescription: 6 dwellings; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2012-05-23,,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=M1L252LYCB000,Not Permissioned,9 -9A Castle Street,1806,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=458645.6500000004&xmax=458668.7999999998&ymin=339590.5&ymax=339609.30000000075",,
,2019-03-31,2017-12-14,-1.140614,52.95432,,0.11,2017-12-14,,,,DevelopmentDescription: Erection of 8 storey building to create ground floor retail and student apartments following demolition of existing building (Variation of condition S1 of planning permission reference - alterations to approved plans 12/00640/PFUL3).; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2013-09-09,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=MO2BIXLYCB000,permissioned,1 Hockley,1872,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457786.3499999996&xmax=457835&ymin=339947.0999999996&ymax=340004.6500000004",,
yes,,2018-12-14,-1.179209,52.964277,,0.03,2018-12-14,,5,5,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2017-11-15,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OW3Q08LYLU500,permissioned,"503 And 505 Alfreton Road, Nottingham NG7 5NH",2378,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455220.1090000002&xmax=455242.0959999999&ymin=341057.71199999936&ymax=341080.9000000004",,
,2019-03-31,2018-12-14,-1.144183,52.965982,,0.06,2019-08-15,,,,DevelopmentDescription: Conversion of building from Class D1 business use to residential use for 5 units; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2017-12-15,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OXWYONLYJ9I00,permissioned,"277 Woodborough Road, Nottingham NG3 4JT",2384,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457560.2000000002&xmax=457583&ymin=341298.05000000075&ymax=341349.1500000004",,
,2019-03-31,2018-12-14,-1.136806,52.983968,,1.11,2019-08-15,,,,"DevelopmentDescription: Five-storey residential development, consisting of 44 one-bed flats, with an additional two rooms for guest/carer provision. Scooter storage facilities, communal resident areas and other amenities. Single-storey glazed links to existing tower blocks. Dem; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A",,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2017-04-20,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OHUU6FLYMGG00,permissioned,"Winchester Court, Chestnut Walk, Nottingham",2388,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457994.3360000001&xmax=458081.9670000002&ymin=343074.6989999991&ymax=343304.7689999994",,
yes,,2018-12-14,-1.136547,52.954809,,0.03,2019-08-15,,6,6,DevelopmentDescription: Conversion of public house to six flats.; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2017-07-07,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OOPC7ZLYH3P00,permissioned,"21 Carlton Road, Nottingham NG3 2D",2389,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=458102.7000000002&xmax=458132.2000000002&ymin=340033&ymax=340061.19999999925",,
,2019-03-31,2018-12-14,-1.150778,52.952764,,0.21,2021-02-12,,0,0,DevelopmentDescription: Change of use and conversion of offices (Class B1A) and accountancy training centre (Class D1) to 16 dwellinghouses (Class C3) and 3 dwellinghouses (Class C4); SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2019-07-19,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P7ZXC9LYG0A00,permissioned,"Pearl Assurance House, 2 To 12 (even) Wheeler Gate And 1 To 9 (odd), Friar Lane, Nottingham, NG1 3DR",2404,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=457114.6500000004&xmax=457178.2000000002&ymin=339758.8499999996&ymax=339823.94999999925",,
yes,,2018-12-14,-1.177523,52.94383,,0.11,2019-08-15,,9,9,DevelopmentDescription: 9 self contained dwellings and associated parking; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2018-03-08,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OVA3E0LYJSQ00,permissioned,"Site Of The Red Cow Public House, Gregory Street, Nottingham NG7 2NQ",2405,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455349.61400000006&xmax=455389.8679999998&ymin=338779.44999999925&ymax=338808.43799999915",,
yes,,2019-01-09,-1.228292,52.955219,,0.28,2019-01-09,,16,16,DevelopmentDescription: N/A; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: Yes; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2021-03-15,,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QC7NEFLYMQ700,permissioned,"Middletons, Trowell Road, Nottingham, NG8 2DH",2427,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=451909.3389999997&xmax=451970.06099999975&ymin=340036.3350000009&ymax=340106.3839999996",,
yes,,2019-03-19,-1.160158,52.955837,,0.06,2019-03-19,,47,47,DevelopmentDescription: Conversion of the upper floors to student accommodation in studio and cluster flats. Alterations to elevations. 56 bedspaces; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,2021-03-17,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=QJZCTLLYLK500,permissioned,"112 - 128 Derby Road And 181 - 195 Wollaton Street, Nottingham, NG1 5FB",2428,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456460.5999999996&xmax=456517.7999999998&ymin=340139&ymax=340156.75",,
,2019-03-31,2019-03-19,-1.159901,52.968158,,0.03,2019-08-15,,,,DevelopmentDescription: Change of use from residential care home (Use Class C2) to 10 self contained residential units (Use Class C3).; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,not owned by a public authority,2018-10-19,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P5ZKT7LY0JQ00,permissioned,"127 Foxhall Road, Nottingham, NG7 6LH",2429,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456511.4000000004&xmax=456547.2000000002&ymin=341525.9000000004&ymax=341546.19999999925",,
yes,,2019-03-19,-1.207267,52.96798,,0.2,2019-08-15,,8,8,"DevelopmentDescription: Proposed 8 New Dwellings on Land at 229 Beechdale Road, Aspley; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A",,http://opendatacommunities.org/id/unitary-authority/nottingham,,2019-03-12,full planning permission,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PI68TKLYMDV00,permissioned,"229 Beechdale Road , Nottingham, NG8 3EZ",2430,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=453270.1200000001&xmax=453338.1500000004&ymin=341444.5&ymax=341506.1099999994",,
yes,,2019-03-22,-1.169637,52.961444,,0.02,2019-03-22,,12,12,DevelopmentDescription: Conversion of light industrial building (Use Class B1 (c) ) to 12 dwellings (Use Class C3).; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,2018-12-06,,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PEU1KMLY01B00,,"Millstream Court, Peveril Street, Nottingham",2433,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455867.2740000002&xmax=455892.4689999996&ymin=340749.11199999973&ymax=340776.54399999976",,
yes,,2019-03-22,-1.157051,52.969703,,0.11,2019-03-22,,10,10,DevelopmentDescription: Change of use from Class B1(a) offices to Class C3 residential (14 dwellings). 10 remaining; SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,2018-10-30,,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PEUBF6LY01B00,,"2A Sherwood Rise, Nottingham",2434,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=456672.9500000002&xmax=456718.3499999996&ymin=341698.5600000005&ymax=341754.8800000008",,
yes,,2019-03-22,-1.172883,52.96233,,0.21,2019-03-22,,136,136,DevelopmentDescription: Change of use from Office (B1) to Residential (C3); SiteInformation: N/A; NonHousingDevelopment: N/A; ProposedForPIP: No; Notes: N/A,,http://opendatacommunities.org/id/unitary-authority/nottingham,,2018-11-20,,http://publicaccess.nottinghamcity.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=PFJRMJLY0KU00,,"New Brook House, 385 Alfreton Road, Nottingham",2435,"http://maps.nottinghamcity.gov.uk/insightmapping/?l=0.21,9.63&xmin=455585.7000000002&xmax=455654.5999999996&ymin=340795.75&ymax=340885.73000000045",,
