Deliverable,EndDate,FirstAddedDate,GeoX,GeoY,HazardousSubstances,Hectares,LastUpdatedDate,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Notes,OrganisationLabel,OrganisationURI,OwnershipStatus,PermissionDate,PermissionType,PlanningHistory,PlanningStatus,SiteNameAddress,SiteReference,SiteplanURL,entity,point,brownfield-land
,,2017-11-01,-1.904872,53.858446,,0.22,2018-11-01,12,0,0,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8906796FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7803737FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,Worthville Farm Keighley,KY/138,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406337.2,440214.0,406372.2,440289.45,27700",,,
yes,,2017-11-01,-1.923777,53.864256,,1.35,2018-11-01,66,0,0,Site with outline permission for 66 units and reserved matters approval for 37 of these units,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-10-20,reserved matters approval,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9206818FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7605830FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,"Scrap Yard Castle Mills Becks Road, Keighley Keighley",KY/139,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405014.55,440844.75,405231.15,440939.35,27700",,,
yes,,2017-11-01,-1.903929,53.867204,,0.02,2018-11-01,5,0,0,"Demolition of existing buildings and reconstruction to form 3 retail shops at ground floor level, with first floor and second floor extensions forming 5 self contained apartments",City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2015-06-04,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8400728FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NMSFP5DHLT000&activeTab=summary|https://planning.bradford.gov,permissioned,East Parade Keighley,KY/153,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406404.39,441215.06,406426.95,441235.5,27700",,,
yes,,2017-11-01,-1.903834,53.867354,,0.04,2018-11-01,9,0,0,Conversion of existing public house/hotel into 4 retail units on the ground floor with associated external changes and the creation of 9 self-contained units,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2015-07-22,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NMSFP5DHLT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9403664COU&activeTab=summary|https://planning.bradford.gov,permissioned,Victoria Hotel Cavendish Street Keighley,KY/155,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406403.3,441231.6,406438.3,441253.5,27700",,,
,,2018-11-01,-1.897191,53.871971,,0.21,2018-11-01,9,9,11,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7801600FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JCZS6VDHL6000&activeTab=summary|https://planning.bradford.gov,not permissioned,Bradford Road Bronte Street,KY/158,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406825.3,441727.45,406890.5,441798.4,27700",,,
yes,,2018-11-01,-1.898617,53.868438,,0.02,2018-11-01,5,0,0,Site with permission for 5 flats,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-07-04,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OEVXN8DHJVM00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ORJN8HDHKI400&activeTab=summary|https://planning.bradford.,permissioned,113-17 Dalton Lane,KY/162,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406756.003,441355.153,406773.3007,441370.8779,27700",,,
,,2018-11-01,-1.902866,53.871405,,0.34,2018-11-01,17,17,33,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9203000COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0202513COU&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,Grange Street,KY/167,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406419.05,441658.45,406538.901,441725.1104,27700",,,
yes,,2018-11-01,-1.918095,53.851089,,0.08,2018-11-01,7,0,0,Site permission for 7 terraced homes,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-10-20,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LHC5B9DHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7604781COU&activeTab=summary|https://planning.bradford.gov,permissioned,Halifax Rd,KY/169,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405472.6311,439409.65,405499.2495,439455.7571,27700",,,
yes,,2018-11-01,-1.910186,53.865326,,0.04,2018-11-01,5,0,0,Buildings with conversion permission to 5 apartments,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-01-14,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JYEF6NDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M16WJIDHC1000&activeTab=summary|https://planning.bradford.,permissioned,10 Church Street,KY/170,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405987.7,441004.7,406026.35,441025.85,27700",,,
yes,,2018-11-01,-1.914576,53.86446,,0.07,2018-11-01,14,0,0,buildings with conversion permission to 14 apartments,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-07-05,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JRG0UJDH02V00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9204976FUL&activeTab=summary|https://planning.bradford.gov,permissioned,"Springfield Mills, Oakworth Road",KY/171,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=405701.7133,440898.653,405735.6,440935.1771,27700",,,
yes,,2018-11-01,-1.901416,53.871947,,0.49,2018-11-01,18,18,22,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0103870COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9105562FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,Parson Street,KY/172,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=406526.11,441712.5503,406633.4482,441794.3987,27700",,,
,,2018-11-01,-1.730506,53.886866,,0.81,2018-11-01,71,0,0,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HJJZ0SDHV3000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8807098FUL&activeTab=summary|https://planning.bradford.gov,pending decision,Otley Road,ME/020,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417768.47,443392.16,417856.47,443496.83,27700",,,
yes,,2017-11-01,-1.712493,53.827575,,1.55,2018-11-01,47,0,0,Erection of 47 residential units with associated parking and landscaping,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,owned by a public authority,2018-02-14,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IN84P3DHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7505651FUL&activeTab=summary|https://planning.bradford.gov,permissioned,"Romanby Shaw, Ravenscliffe",NE/009,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418967.3864,436760.1873,419096.1956,436941.6375,27700",,,
yes,,2017-11-01,-1.744678,53.829986,,0.97,2018-11-01,36,36,44,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8907463FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9701340FUL&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,"Westfield Lane, Wrose",NE/013A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416831.6,437050.005,416983.053,437178.2237,27700",,,
yes,,2017-11-01,-1.717405,53.807805,,0.38,2018-11-01,8,0,0,Site with permission for 8 detached homes,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2018-05-30,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0301642REM&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0100492OUT&activeTab=summary|https://planning.bradford.gov.uk,permissioned,"Fagley Croft, Fagley",NE/014,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418664.55,434608.5998,418758.1,434690.3498,27700",,,
yes,,2017-11-01,-1.707276,53.835466,,0.25,2018-11-01,28,0,0,Site with permission for 28 apartments,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2018-02-27,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KLN2NQDH02100&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7806071OUT&activeTab=summary|https://planning.bradford.gov,permissioned,"Harrogate Road, Greengates",NE/015A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419314.401,437702.3975,419407.0521,437756.3927,27700",,,
,,2017-11-01,-1.737363,53.796233,,1.1,2018-11-01,99,99,247,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,mixed ownership,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J9YRDTDH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7701346REN&activeTab=summary|https://planning.bradford.gov,not permissioned,"Barkerend Mill, Barkerend Road, Barkerend",NE/035,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417319.6868,433288.34,417485.76,433419.47,27700",,,
,,2017-11-01,-1.729201,53.828021,,0.97,2018-11-01,36,36,43,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9501746FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OGFAN8DHKSQ00&activeTab=summary|https://planning.bradford.gov,not permissioned,"Arthur Street, Idle",NE/046,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417796.28,436852.25,418005.7998,436936.1989,27700",,,
yes,,2018-11-01,-1.721429,53.817869,,0.5,2018-11-01,19,19,23,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IFYM3GDHY8000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0000135FUL&activeTab=summary|https://planning.bradford.gov,not permissioned,"Victoria Road, Eccleshill",NE/064,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418381.35,435737.0,418495.1561,435797.6,27700",,,
,,2017-11-01,-1.741225,53.793273,,0.2,2018-11-01,10,10,20,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0300173ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J13NVLDH4A000&activeTab=summary|https://planning.bradford.gov,not permissioned,"55 Joseph Street, Barkerend",NE/090,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417110.9375,433004.7498,417183.4063,433054.9998,27700",,,
,,2017-11-01,-1.726895,53.83492,,0.27,2018-11-01,11,11,14,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8701184EXT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8607383DUMMY&activeTab=summary|https://planning.bradford.gov.,not permissioned,"Croft Street, Idle",NE/102,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418029.1222,437633.15,418106.6,437700.75,27700",,,
yes,,2017-11-01,-1.727523,53.795899,,0.07,2018-11-01,8,0,0,Former garage site with detailed permission for 8 units,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2016-04-14,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9600537OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LCE8R8DH0I700&activeTab=summary|https://planning.bradford.gov,permissioned,"Folkestone Street, Bradford Moor",NE/111,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418024.6,433307.4,418065.9869,433335.2353,27700",,,
,,2017-11-01,-1.730805,53.792823,,0.4,2018-11-01,15,15,18,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JBYZZDDHV6000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7404184COU&activeTab=summary|https://planning.bradford.gov,not permissioned,"Steadman Street, Whitehead Street, Barkerend",NE/113,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417784.0195,432938.0819,417868.91,433017.6256,27700",,,
,,2017-11-01,-1.709018,53.824887,,0.22,2018-11-01,6,6,9,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KHBEKUDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JK6YHLDH7B000&activeTab=summary|https://planning.bradford.,not permissioned,"Rimswell Holt, Ravenscliffe",NE/123,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419216.3,436523.6,419279.9,436585.05,27700",,,
yes,,2017-11-01,-1.739581,53.796512,,0.04,2018-11-01,9,0,0,"Change of use from public house with existing living accommodation above to eight self-contained flats, with enlargement and alterations to rear extension and dormer windows to front and rear. Further permission granted in February 2017 to add an addtion",City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2015-08-10,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0001924COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NSLUR4DH0IO00&activeTab=summary|https://planning.bradford.gov,permissioned,196 - 198 Barkerend Road - Bradford,NE/134,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417240.678,433375.03,417265.86,433402.2,27700",,,
yes,,2017-11-01,-1.733248,53.841239,,0.54,2018-11-01,14,0,0,Permission for 14 family homes,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2018-02-16,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7605950FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PCVZ0WDH0LY00&activeTab=summary|https://planning.bradford.gov,permissioned,"Thackley Grange, Thackley",NE/147,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417610.5344,438326.1439,417687.6,438403.5,27700",,,
yes,,2017-11-01,-1.73211,53.815158,,0.19,2018-11-01,7,0,0,Detailed residential permissionfor 7 units,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2018-01-18,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8501550OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8606927NEW&activeTab=summary|https://planning.bradford.gov.uk,permissioned,114 Undercliffe Road,NE/153,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417709.1,435430.43,417778.8,435501.2,27700",,,
yes,,2017-11-01,-1.737027,53.828686,,0.27,2018-11-01,11,0,0,Site with permission for 11 units,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2016-04-07,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9900127FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N1YTI3DHLT000&activeTab=summary|https://planning.bradford.gov,permissioned,"Former Fire Station, Highfield Road, Idle",NE/161,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417370.14,436933.15,417442.95,437002.35,27700",,,
yes,,2018-11-01,-1.715428,53.833078,,0.21,2018-11-01,8,0,0,Site with permission for 8,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-12-14,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9502304COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7900719COU&activeTab=summary|https://planning.bradford.gov.uk,permissioned,"Stockhill Road, Idle",NE/162,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=418794.55,437424.9,418858.8,437496.6,27700",,,
yes,,2018-11-01,-1.727577,53.84022,,0.88,2018-11-01,35,0,0,Mill site with redevelopment permission for 35 family homes,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-10-02,outline planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7403739FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8800279REM&activeTab=summary|https://planning.bradford.gov.uk,permissioned,"Site of Ashfield Mills, Ashfield Rd, Idle",NE/163,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417965.75,438206.8,418098.8,438310.15,27700",,,
yes,,2018-11-01,-1.764579,53.8234,,0.17,2018-11-01,9,0,0,Former offices with redevelopment permission,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,2017-11-11,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OU3ULQDHMB800&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MFE0B7DH0DX00&activeTab=summary|https://planning.bradford.,permissioned,"Greenfield Avenue, Windhill",NE/166,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415558.75,436352.8629,415629.05,436406.05,27700",,,
yes,,2018-11-01,-1.741885,53.805522,,0.08,2018-11-01,5,0,0,Former pub with conversion permission to 5 apartments,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2018-03-20,full planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LBF5SGDH0DX00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J9G6C6DH8O000&activeTab=summary|https://planning.bradford.,permissioned,"Peel Park Hotel, Otley Rd",NE/170,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417075.44,434363.53,417118.0,434404.9,27700",,,
yes,,2018-11-01,-1.744112,53.797519,,0.13,2018-11-01,5,5,7,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JEL6V0DH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LOOF1UDH0GF00&activeTab=summary,not permissioned,"New Otley Road, Barkerend",NE/171,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416918.4849,433470.3,416976.42,433535.7516,27700",,,
yes,,2018-11-01,-1.741952,53.800781,,0.48,2018-11-01,18,18,21,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7506725FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PB8R8VDHGCK00&activeTab=summary|https://planning.bradford.gov,not permissioned,Sycamore Close/Otley Road,NE/172,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=417052.5253,433822.8017,417144.9843,433890.0,27700",,,
yes,,2018-11-01,-1.712322,53.798881,,0.16,2018-11-01,7,7,8,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7700819FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9602581REG&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,"Site of Wainfleet House, Ruston Road",NE/173,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=419019.799,433626.2,419073.094,433690.047,27700",,,
yes,,2017-11-01,-1.756822,53.799304,,0.49,2018-11-01,229,0,0,Site with outline permission for mixed use to include 229 apartments,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,2017-07-01,outline planning permission,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0100839LBC&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8404809FUL&activeTab=summary|https://planning.bradford.gov.uk,permissioned,"Snowden Street/Trafalgar Street, Manningham",NW/001,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=416055.3,433650.4262,416158.6,433738.4,27700",,,
yes,,2017-11-01,-1.764745,53.800833,,3.03,2018-11-01,93,93,114,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0001388REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8205351LBC&activeTab=summary|https://planning.bradford.gov.uk,not permissioned,"Drummond Trading Estate, Lumb Lane, Manningham",NW/002,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415470.0,433754.0,415698.2,433971.6,27700",,,
,,2018-11-01,-1.762648,53.807025,,0.57,2018-11-01,15,15,20,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JQ5OJ1DH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JQQ494DH06L00&activeTab=summary|https://planning.bradford.,not permissioned,Springbank Place,NW/007,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415667.9,434501.0,415789.35,434601.75,27700",,,
,,2017-11-01,-1.768426,53.80853,,0.21,2018-11-01,11,11,20,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NY40L2DH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7604896OUT&activeTab=summary|https://planning.bradford.gov,not permissioned,"Mansfield Road, Mansfield",NW/010,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415321.9,434687.4,415375.2,434745.9807,27700",,,
,,2017-11-01,-1.772085,53.808505,,0.22,2018-11-01,9,9,11,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8307037COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JN9RJUDH0D700&activeTab=summary|https://planning.bradford.gov,not permissioned,"St Marys Road, Manningham",NW/012B,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415086.9,434681.15,415127.5768,434753.21,27700",,,
,,2017-11-01,-1.771728,53.803354,,0.89,2018-11-01,41,41,80,,City of Bradford Metropolitan District Council,http://opendatacommunities.org/id/metropolitan-district-council/bradford,not owned by a public authority,,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HKY4UYDHT3000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M9X9IADH0B300&activeTab=summary|https://planning.bradford.,not permissioned,"Priestman Street, Manningham",NW/013A,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415078.6,434053.6,415183.75,434223.0,27700",,,
